Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-02-04,30.39289228132337,30.62573202631411,30.2837474365039,30.32740592956543,16400000,0.0,0.0
2015-02-05,30.41472284326391,30.429275675577866,30.203710938214954,30.407447814941406,11078500,0.0,0.0
2015-02-06,30.29102979106558,30.38561904340784,30.065465039859713,30.160057067871094,12366400,0.0,0.0
2015-02-09,30.109127710199505,30.160061245645,29.86173506274875,29.999982833862305,13371100,0.0,0.0
2015-02-10,31.22238872294088,31.309702945988352,30.70577563771212,30.851301193237305,32184200,0.0,0.0
2015-02-11,30.633014393141305,30.91679050252613,30.341966030006976,30.8294734954834,20496300,0.0,0.0
2015-02-12,30.851297058058336,31.04047831191564,30.611179507275764,30.683940887451172,13818200,0.0,0.0
2015-02-13,30.574804471231758,30.727605063257997,30.385620406720868,30.552976608276367,10792100,0.0,0.0
2015-02-17,30.422004699707035,30.472938231756157,30.29830699639536,30.42200469970703,12804200,0.0,0.0
2015-02-18,30.378350978022386,30.41473168154475,30.17461681776135,30.363798141479492,9789800,0.0,0.0
2015-02-19,30.327414109182005,30.734885160649302,30.218269234925035,30.64029312133789,16578300,0.0,0.0
2015-02-20,30.58935706848946,30.640290598770914,30.298305944878965,30.538423538208008,15982400,0.0,0.0
2015-02-23,30.34924186391437,30.683948739442375,30.334689029021487,30.451108932495117,11830300,0.0,0.0
2015-02-24,30.451107381603116,30.800369849905316,30.392898820665618,30.654844284057617,12782700,0.0,0.0
2015-02-25,30.683942404748773,30.734878704192802,30.37106623398804,30.596628189086914,10323300,0.0,0.0
2015-02-26,30.58934975804507,30.96043721507776,30.538416239936044,30.89495086669922,14346500,0.0,0.0
2015-02-27,30.93861040009293,31.768102323728055,30.902229711027445,31.50615692138672,28312800,0.0,0.0
2015-03-02,31.506160587035993,31.506160587035993,31.346084981389804,31.433399200439453,13514600,0.0,0.0
2015-03-03,31.367922912051952,31.404303617029257,31.17146377437066,31.251502990722656,10036300,0.0,0.0
2015-03-04,31.229669677415483,31.27332818505786,30.902240584941364,30.924068450927734,16263000,0.0,0.0
2015-03-05,30.967721082523635,31.004101777487655,30.74215633267614,30.851301193237305,9223000,0.0,0.0
2015-03-06,30.64755899903559,30.705770321434827,30.07273745652057,30.21098518371582,18180500,0.0,0.0
2015-03-09,30.21826299824272,30.232815830184755,30.065462426354713,30.116395950317383,10123300,0.0,0.0
2015-03-10,29.905385609954195,29.94176907954078,29.599784450243863,29.607059478759766,14599100,0.0,0.0
2015-03-11,29.636163662854276,29.636163662854276,29.163209114227683,29.177759170532227,18549700,0.0,0.0
2015-03-12,29.41986809385339,29.764690399169922,29.36117654326582,29.764690399169922,17728700,0.33,0.0
2015-03-13,29.669317849641292,29.764694781928238,29.060379278965478,29.28047752380371,17438400,0.0,0.0
2015-03-16,29.3465061104272,29.603286919413073,29.339170715327995,29.559268951416016,15238800,0.0,0.0
2015-03-17,29.838062348792853,29.882083120808463,29.581281508788248,29.72067642211914,21661800,0.0,0.0
2015-03-18,29.69865296322096,29.92608930975268,29.19976231829325,29.786691665649414,26247500,0.0,0.0
2015-03-19,29.69866928421027,29.72801646738088,29.317164299096625,29.36118507385254,16057600,0.0,0.0
2015-03-20,29.39786335568432,29.830724448714275,29.35384258736396,29.823389053344727,31608500,0.0,0.0
2015-03-23,29.816044206893775,30.036142401986513,29.71333190243052,29.80137062072754,17060500,0.0,0.0
2015-03-24,30.014130891651966,30.072825231368498,29.691320419311523,29.691320419311523,13485700,0.0,0.0
2015-03-25,29.779359483301,29.860062802018106,29.522578740746745,29.676647186279297,22811300,0.0,0.0
2015-03-26,29.595945627480496,29.75735227451273,29.51524230396438,29.603281021118164,17359600,0.0,0.0
2015-03-27,29.698668197815973,29.698668197815973,29.32450142153293,29.40520477294922,14384400,0.0,0.0
2015-03-30,29.427213004785482,29.794044375478492,29.30248888342521,29.72067642211914,12561400,0.0,0.0
2015-03-31,29.720673802078334,30.00680459690393,29.603287885752835,29.75002098083496,16604800,0.0,0.0
2015-04-01,29.92609937904222,29.940772967500862,29.515247298302807,29.845396041870117,14300700,0.0,0.0
2015-04-02,29.8820786136663,29.984790934175948,29.698662955984556,29.845396041870117,14343100,0.0,0.0
2015-04-06,29.91142025666289,30.527696864404078,29.779360783668327,30.204883575439453,19843400,0.0,0.0
2015-04-07,30.116848701109916,30.351620505556664,30.058157149348563,30.087501525878906,9773400,0.0,0.0
2015-04-08,30.065495694221184,30.146199035212636,29.889418221786165,29.999465942382812,8954700,0.0,0.0
2015-04-09,29.93343045338684,30.13885786345596,29.808709167541682,30.116846084594727,12710900,0.0,0.0
2015-04-10,30.146196849075547,30.197553008036603,29.97011659070853,29.992128372192383,8720000,0.0,0.0
2015-04-13,30.058146998673898,30.058146998673898,29.860057830810543,29.860057830810547,9616300,0.0,0.0
2015-04-14,29.779370784806623,29.823391556822234,29.581281508788248,29.72067642211914,11209700,0.0,0.0
2015-04-15,29.779358003527133,29.940764632940848,29.5812688125285,29.639963150024414,11189100,0.0,0.0
2015-04-16,29.64729682024604,29.9774454527276,29.56659351022834,29.786691665649414,13121000,0.0,0.0
2015-04-17,29.69132680628644,29.830721695048542,29.419869624753897,29.56660270690918,15330300,0.0,0.0
2015-04-20,29.65464254393709,30.006803073738695,29.64730714897079,29.83072280883789,13023700,0.0,0.0
2015-04-21,29.83805696489983,30.07283157458646,29.742682840793584,29.918760299682617,19673100,0.0,0.0
2015-04-22,30.491021409928877,30.49835680516128,30.131525472119936,30.307605743408203,26887200,0.0,0.0
2015-04-23,30.248900682964276,30.380960140025095,30.02146432942621,30.043476104736328,17408800,0.0,0.0
2015-04-24,30.109516461680418,30.16820801959177,29.94077438447146,29.999465942382812,11623300,0.0,0.0
2015-04-27,30.080156054091525,30.190206524988827,29.91874944309541,29.955434799194336,10044600,0.0,0.0
2015-04-28,30.043476466095502,30.058150050245416,29.78669294152203,29.91141700744629,12174800,0.0,0.0
2015-04-29,29.830720670783727,29.896750415551374,29.639969629621998,29.70599937438965,11371400,0.0,0.0
2015-04-30,29.63997643681,29.772035956674404,29.551934891099524,29.757362365722656,12700800,0.0,0.0
