Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-02-04,23.498797769439104,23.75258762666367,23.468780957513676,23.646160125732422,26796900,0.0,0.0
2015-02-05,23.771692053477583,23.83991577420578,23.621600180176575,23.818082809448242,15272400,0.0,0.0
2015-02-06,23.81262262261941,24.014562689207057,23.681634218102296,23.83172607421875,16852800,0.0,0.0
2015-02-09,23.733487205369318,23.79352395594937,23.370540313871086,23.44422149658203,16368600,0.0,0.0
2015-02-10,23.637974028644518,23.853560110842267,23.583396301483905,23.820812225341797,17196300,0.0,0.0
2015-02-11,23.640704042138147,23.77442197493231,23.446949358987002,23.561565399169922,17559300,0.0,0.0
2015-02-12,23.621595100860663,23.654342979450114,23.258648295021437,23.438756942749023,20824800,0.0,0.0
2015-02-13,23.425120031967296,23.512445654225985,23.283216676549575,23.416933059692383,16791000,0.0,0.0
2015-02-17,23.313230018567822,23.460592364674383,23.1876990733102,23.457862854003906,15261600,0.0,0.0
2015-02-18,23.457862859770117,23.550645923024664,23.337789374318973,23.547916412353516,18098100,0.0,0.0
2015-02-19,23.059443314179347,23.14130990736518,22.756531610274166,22.792007446289062,55940400,0.0,0.0
2015-02-20,22.57643012689872,23.026702779195347,22.527308281498396,23.004871368408203,41521200,0.0,0.0
2015-02-23,23.029424061340166,23.157684538517337,22.985762813913837,23.086732864379883,20191200,0.0,0.0
2015-02-24,23.06490243578711,23.14677060191641,22.901167665033906,23.078548431396484,15593100,0.0,0.0
2015-02-25,23.094914474913008,23.119475386460433,22.79200437335291,22.805648803710938,20425200,0.0,0.0
2015-02-26,22.88206182577697,22.884789775224355,22.723782982138864,22.86841583251953,17664300,0.0,0.0
2015-02-27,22.846589086061645,22.966661038651825,22.759261900306967,22.90389633178711,17632200,0.0,0.0
2015-03-02,22.90389569988347,22.922997594096508,22.704683539496294,22.91208267211914,18184500,0.0,0.0
2015-03-03,22.83021247984296,22.8738752868779,22.696494547734023,22.751073837280273,19382400,0.0,0.0
2015-03-04,22.70740756637988,22.70740756637988,22.431784772699256,22.535484313964844,18643200,0.0,0.0
2015-03-05,22.691034339499545,22.88751694736406,22.639184567236068,22.805648803710938,17992500,0.0,0.0
2015-03-06,22.598252733850867,22.677392938908728,22.48090874328838,22.538217544555664,17193000,0.0,0.0
2015-03-09,22.53821290472162,22.742882468312068,22.524566913844723,22.617351531982422,14014500,0.0,0.0
2015-03-10,22.450888530531685,22.513654787233598,22.396310806274414,22.396310806274414,18933300,0.0,0.0
2015-03-11,22.46219727841063,22.503378001958776,22.110796815514355,22.1519775390625,18482700,0.163333,0.0
2015-03-12,22.184923977702656,22.54456064092292,22.176687831719388,22.484163284301758,15677400,0.0,0.0
2015-03-13,22.497891241530024,22.580251130478498,22.31669917166653,22.484163284301758,14286600,0.0,0.0
2015-03-16,22.63514935179919,22.88771917728137,22.632403447065183,22.865755081176758,19557300,0.0,0.0
2015-03-17,22.780652407778536,22.788888551647375,22.57749942862659,22.681821823120117,14406000,0.0,0.0
2015-03-18,22.506127926690578,22.77516856142448,22.28101078677935,22.657119750976562,30756900,0.0,0.0
2015-03-19,22.60221015330403,22.63240882902444,22.338659787981303,22.379838943481445,21638700,0.0,0.0
2015-03-20,22.464946426990554,22.920669360825265,22.432003414279862,22.85203742980957,37095900,0.0,0.0
2015-03-23,22.83556124037437,23.033223995553506,22.81908895138846,22.87125015258789,19517100,0.0,0.0
2015-03-24,22.838308173764066,22.981065409748776,22.77516648664405,22.79987335205078,16077300,0.0,0.0
2015-03-25,22.81085754286949,22.85478260869565,22.3221900073902,22.324935913085938,19937700,0.0,0.0
2015-03-26,22.21786634068785,22.596719592741902,22.140996699784207,22.481416702270508,24801600,0.0,0.0
2015-03-27,22.470437281147863,22.561033317624553,22.305717500441933,22.333171844482422,17152200,0.0,0.0
2015-03-30,22.429258276261315,22.731243495717546,22.355134531520335,22.657119750976562,17105100,0.0,0.0
2015-03-31,22.61868112690374,22.797127265449326,22.58024787902832,22.58024787902832,16763100,0.0,0.0
2015-04-01,22.588481305023024,22.588481305023024,22.08059725481532,22.157466888427734,24920100,0.0,0.0
2015-04-02,22.1629581451416,22.324931993296914,22.11354284748452,22.1629581451416,17387100,0.0,0.0
2015-04-06,22.088835622882062,22.327679121258576,22.00373140720735,22.234338760375977,19142100,0.0,0.0
2015-04-07,22.261792712511053,22.316698255633515,22.088836795730145,22.099817276000977,19818300,0.0,0.0
2015-04-08,22.069624800230855,22.300232214027634,22.061388652857634,22.245325088500977,20084100,0.0,0.0
2015-04-09,22.19316291809082,22.344154757771324,22.121785071760723,22.19316291809082,11770800,0.0,0.0
2015-04-10,22.19864072956611,22.23707553717879,22.113536542815616,22.140989303588867,16440900,0.0,0.0
2015-04-13,22.072362523237356,22.215119750133436,22.036673609234338,22.042163848876953,14094300,0.0,0.0
2015-04-14,22.042164022611022,22.077854507779364,21.874699930561235,22.00373077392578,16595100,0.0,0.0
2015-04-15,22.12178168501664,22.231594343668213,21.86646587912808,21.89117431640625,18601200,0.0,0.0
2015-04-16,21.825282163147047,21.932348893890573,21.72370567146846,21.753904342651367,24045300,0.0,0.0
2015-04-17,21.671541658096096,21.729193087998834,21.28994260218403,21.380537033081055,35468400,0.0,0.0
2015-04-20,21.52055529921955,21.641350007424673,21.418978787802054,21.451923370361328,26542800,0.0,0.0
2015-04-21,21.580952276691228,21.644095535199806,21.388779737473683,21.421724319458008,18600600,0.0,0.0
2015-04-22,21.339363570862837,21.589187547547734,21.289948270772435,21.531536102294922,22784100,0.0,0.0
2015-04-23,21.517810980280945,21.83626690053721,21.46839567729017,21.737436294555664,22406700,0.0,0.0
2015-04-24,21.792338044135363,22.21786378371303,21.753904798990753,21.918622970581055,20603400,0.0,0.0
2015-04-27,21.89940729302877,21.9241157267313,21.767632121716513,21.789594650268555,19349400,0.0,0.0
2015-04-28,21.814305349238047,21.819795589225194,21.62487714628239,21.715473175048828,14687700,0.0,0.0
2015-04-29,21.605654085223875,21.63036094324868,21.35583017505625,21.380537033081055,21325200,0.0,0.0
2015-04-30,21.366816318285288,21.54526246455322,21.300928727939535,21.427213668823242,26387700,0.0,0.0
2015-05-01,21.46839246792141,21.622128594047123,21.460156323506833,21.578205108642578,14999100,0.0,0.0
2015-05-04,21.682530751429063,21.839012806047204,21.539773511708415,21.737436294555664,20007600,0.0,0.0
